('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.6577990136697419, 'scale': 0.02468588132911425, 'elite_rate': 0.3121946320923225, 'mutation_rate': 0.7816660364111881, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.40518214371778316, 'scale': 0.6076990319189913, 'elite_rate': 0.4201932028260827, 'mutation_rate': 0.7943678256709908, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.7229916155215214, 'scale': 0.15434709612006156, 'elite_rate': 0.11025430936795651, 'mutation_rate': 0.36216595497158355, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.15460429282045812, 'scale': 0.17929459860746846, 'elite_rate': 0.1274077193403832, 'mutation_rate': 0.7323712898565783, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.5367445847803712, 'scale': 0.019331051416918838, 'elite_rate': 0.7879222536836332, 'mutation_rate': 0.342165974211986, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.3958800218197679, 'scale': 0.7624930371654304, 'elite_rate': 0.14395779368056652, 'mutation_rate': 0.18050259922358364, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.48782747949115557, 'scale': 0.770408041759414, 'elite_rate': 0.2955446653901381, 'mutation_rate': 0.30731892658410054, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.8112988297909663, 'scale': 0.49366265172604457, 'elite_rate': 0.0630467645208979, 'mutation_rate': 0.3424256349558552, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.28616686018165055, 'scale': 0.541772244880747, 'elite_rate': 0.7038063905901756, 'mutation_rate': 0.2101707570396184, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.32194830978868627, 'scale': 0.20052352468602846, 'elite_rate': 0.5022181513375479, 'mutation_rate': 0.659242438261821, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.47918829548384134, 'scale': 0.9124473313636557, 'elite_rate': 0.09851909015601396, 'mutation_rate': 0.6132258480662742, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.7736674894137878, 'scale': 0.6985190374228188, 'elite_rate': 0.23528530650872564, 'mutation_rate': 0.1363609226803728, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.4071750541681557, 'scale': 0.10448948601420403, 'elite_rate': 0.5309636250182698, 'mutation_rate': 0.5489606309312965, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.5601813481431168, 'scale': 0.8593174395652096, 'elite_rate': 0.80032520031853, 'mutation_rate': 0.49871150098963857, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.8304230166759687, 'scale': 0.6147605414783417, 'elite_rate': 0.7334115462582844, 'mutation_rate': 0.4262964020608575, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.4132667216546819, 'scale': 0.8185167992432818, 'elite_rate': 0.7360785002502991, 'mutation_rate': 0.5283097419380576, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.6885535414144834, 'scale': 0.5375118969210195, 'elite_rate': 0.18262262752067032, 'mutation_rate': 0.6686514065661351, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.28274370665542525, 'scale': 0.4539857993130361, 'elite_rate': 0.8871789255665932, 'mutation_rate': 0.6455468457895295, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.3665373602474108, 'scale': 0.013793012029528028, 'elite_rate': 0.3279129174303666, 'mutation_rate': 0.8555533038616997, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.1622804889436941, 'scale': 0.39854870500274864, 'elite_rate': 0.15320930506081254, 'mutation_rate': 0.5014549888435337, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.2654083333683295, 'scale': 0.42972506602718114, 'elite_rate': 0.2468553414028077, 'mutation_rate': 0.6417651074227831, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.3642010942787869, 'scale': 0.4374932234471484, 'elite_rate': 0.5105912970927289, 'mutation_rate': 0.6374296901473577, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.47471735181541486, 'scale': 0.4997585618217112, 'elite_rate': 0.7891651358224204, 'mutation_rate': 0.28984055498554673, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.6325033183119333, 'scale': 0.6962860407255859, 'elite_rate': 0.8078284461218374, 'mutation_rate': 0.5173378509575389, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.6714814737562428, 'scale': 0.5132159885818787, 'elite_rate': 0.06902111880235928, 'mutation_rate': 0.8017442315013575, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.42358252966960763, 'scale': 0.22125915992814402, 'elite_rate': 0.4928760761077128, 'mutation_rate': 0.19929351655753963, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.24613291022747774, 'scale': 0.5778888309771459, 'elite_rate': 0.059861171633751036, 'mutation_rate': 0.3736804789792406, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.6308434011724823, 'scale': 0.8574759772993948, 'elite_rate': 0.42302080045481477, 'mutation_rate': 0.5941489671337854, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.434274590417008, 'scale': 0.3449947263712317, 'elite_rate': 0.5271895338194368, 'mutation_rate': 0.14831335096809511, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.819702128517789, 'scale': 0.7043212354254295, 'elite_rate': 0.7978714559844169, 'mutation_rate': 0.5719050092716982, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.7251551745828387, 'scale': 0.03755482728588002, 'elite_rate': 0.6416177352265636, 'mutation_rate': 0.6977428651121493, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.7847178172764314, 'scale': 0.5868323645431872, 'elite_rate': 0.0544090162221492, 'mutation_rate': 0.8536629050743909, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.15857468494785912, 'scale': 0.5593363279846306, 'elite_rate': 0.19784455742927023, 'mutation_rate': 0.6097987718807648, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.2548475483655973, 'scale': 0.18409748264566939, 'elite_rate': 0.8327941275548426, 'mutation_rate': 0.3175500069686824, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.7527550728959621, 'scale': 0.2736279011495529, 'elite_rate': 0.27226630386616946, 'mutation_rate': 0.8320663185403028, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.38400240863016455, 'scale': 0.39130975964828657, 'elite_rate': 0.11621687031634718, 'mutation_rate': 0.8668297129014749, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.3341431836543103, 'scale': 0.06314271864370975, 'elite_rate': 0.7901153160262551, 'mutation_rate': 0.5112133182011197, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.7283972707473361, 'scale': 0.26395117788061156, 'elite_rate': 0.8789393372596738, 'mutation_rate': 0.29813130660856, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.33209438846920547, 'scale': 0.6858446970511293, 'elite_rate': 0.032223262108551184, 'mutation_rate': 0.8385244843021075, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.30576254005396564, 'scale': 0.969486791700508, 'elite_rate': 0.023052865499001384, 'mutation_rate': 0.6341405737187198, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.31436024334484847, 'scale': 0.9569183713183969, 'elite_rate': 0.4402113757732849, 'mutation_rate': 0.3898572880573544, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.7307533036718032, 'scale': 0.2525497899713701, 'elite_rate': 0.18849350403007284, 'mutation_rate': 0.3191311394477052, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.6732049120770196, 'scale': 0.5609411973550039, 'elite_rate': 0.7584123470989655, 'mutation_rate': 0.536500063770639, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'single', 'mating_pool_factor': 0.7242532233364479, 'scale': 0.9416906713538225, 'elite_rate': 0.7220704057260506, 'mutation_rate': 0.2703799009259607, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.5535469837401528, 'scale': 0.037825553343296674, 'elite_rate': 0.2970270773325585, 'mutation_rate': 0.6518788785113661, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.2576921114204952, 'scale': 0.46190115749800753, 'elite_rate': 0.1248979186340607, 'mutation_rate': 0.779187716742675, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.7261656391136028, 'scale': 0.21947525619717234, 'elite_rate': 0.8822696615911252, 'mutation_rate': 0.44614062094262963, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.77016178543399, 'scale': 0.38509028234014303, 'elite_rate': 0.5354041399287269, 'mutation_rate': 0.402436011060196, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.16372598915001296, 'scale': 0.21765638565378817, 'elite_rate': 0.088792590583747, 'mutation_rate': 0.23440749107568581, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.42266391763696043, 'scale': 0.5120691329915118, 'elite_rate': 0.8562929791192031, 'mutation_rate': 0.15543891842142937, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.7204081949177196, 'scale': 0.9216842832974775, 'elite_rate': 0.13861910870777966, 'mutation_rate': 0.8779383543128988, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.8393118059340817, 'scale': 0.909621265666838, 'elite_rate': 0.8585111030096725, 'mutation_rate': 0.38680517242443746, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.8384920183787724, 'scale': 0.7906284933035065, 'elite_rate': 0.6656897575753883, 'mutation_rate': 0.530894001568105, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.13782686848599093, 'scale': 0.5624758842148405, 'elite_rate': 0.3054522196911308, 'mutation_rate': 0.1925938148976989, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.26082358683240436, 'scale': 0.047762278719948655, 'elite_rate': 0.776574854503102, 'mutation_rate': 0.687410542868153, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.46785282585257437, 'scale': 0.31591765211093237, 'elite_rate': 0.1405452047508562, 'mutation_rate': 0.797439081881141, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.22725680448115448, 'scale': 0.20617059115746578, 'elite_rate': 0.3499295592135112, 'mutation_rate': 0.7138833537512187, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.32036533354397556, 'scale': 0.29160355358686046, 'elite_rate': 0.7728775177974093, 'mutation_rate': 0.3145368880178053, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.3711472920365856, 'scale': 0.6582851439468108, 'elite_rate': 0.3473367352774785, 'mutation_rate': 0.12907829036882584, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.3470728323225967, 'scale': 0.43297186233550305, 'elite_rate': 0.7465439235266553, 'mutation_rate': 0.5139917297901414, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.27504600273022883, 'scale': 0.1399592642924966, 'elite_rate': 0.5429345724607858, 'mutation_rate': 0.6413231446385178, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.7007696500025847, 'scale': 0.184605988160302, 'elite_rate': 0.16149837426935185, 'mutation_rate': 0.11862350182778086, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.13651437002688202, 'scale': 0.5737522377857326, 'elite_rate': 0.4475142130564828, 'mutation_rate': 0.5572525310897942, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.27320664428418817, 'scale': 0.5789309406134528, 'elite_rate': 0.672881056462028, 'mutation_rate': 0.5551162487885783, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.4718191224873167, 'scale': 0.39666589362939253, 'elite_rate': 0.0629531392067008, 'mutation_rate': 0.6743016295796436, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.5341234447164106, 'scale': 0.2075488199655152, 'elite_rate': 0.6862100924629703, 'mutation_rate': 0.2793582741052328, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.5510068053032652, 'scale': 0.07752508944467959, 'elite_rate': 0.4710289642221699, 'mutation_rate': 0.7594068494852823, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.4204690227964377, 'scale': 0.3882727099346787, 'elite_rate': 0.06115664789282865, 'mutation_rate': 0.38260688307774204, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.7112126273087656, 'scale': 0.18290680716775848, 'elite_rate': 0.6029728136463468, 'mutation_rate': 0.266130582597763, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.5315676270042949, 'scale': 0.5054632695284474, 'elite_rate': 0.6126816773057225, 'mutation_rate': 0.731082393640002, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.7493214333550458, 'scale': 0.05008962983162184, 'elite_rate': 0.5284657711682453, 'mutation_rate': 0.6803024889894964, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'blend', 'mating_pool_factor': 0.5061578271048133, 'scale': 0.8942417676946622, 'elite_rate': 0.10840546823164642, 'mutation_rate': 0.3638927998147402, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.7166499216789872, 'scale': 0.23995826961575406, 'elite_rate': 0.4304276651738315, 'mutation_rate': 0.42757489521660463, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.5277570842260589, 'scale': 0.4673075190104012, 'elite_rate': 0.7286845601800883, 'mutation_rate': 0.26743319056380627, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.4585215850194466, 'scale': 0.23047517037162493, 'elite_rate': 0.817842581058102, 'mutation_rate': 0.5189246749539581, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.8001647660609065, 'scale': 0.24165529073951475, 'elite_rate': 0.6487700125200967, 'mutation_rate': 0.6469991443107383, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.6002125760390984, 'scale': 0.31138458125517277, 'elite_rate': 0.1023901081748631, 'mutation_rate': 0.5264928620769574, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.6537743126816832, 'scale': 0.7177838350367189, 'elite_rate': 0.8671038959912403, 'mutation_rate': 0.6235708883577209, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.25576420975661884, 'scale': 0.9260573878681347, 'elite_rate': 0.20024214503191437, 'mutation_rate': 0.34376894138093494, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.7815456065732737, 'scale': 0.14981661553016531, 'elite_rate': 0.010556384598194263, 'mutation_rate': 0.3321287766761339, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.2392480544025205, 'scale': 0.3189483044635647, 'elite_rate': 0.79416455960143, 'mutation_rate': 0.8213939852404658, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.4639675457736091, 'scale': 0.12956780729910458, 'elite_rate': 0.5464299434948066, 'mutation_rate': 0.7837954955363217, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.5861854651258734, 'scale': 0.585829433997934, 'elite_rate': 0.5525721730993303, 'mutation_rate': 0.44850851911327816, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.47980737866548195, 'scale': 0.23485617664886912, 'elite_rate': 0.8391788095051276, 'mutation_rate': 0.841963499597404, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.5454859816067551, 'scale': 0.5334316417320993, 'elite_rate': 0.3507382352197617, 'mutation_rate': 0.14300261877763557, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.2959140611181539, 'scale': 0.9855996692641039, 'elite_rate': 0.6596892485274183, 'mutation_rate': 0.49676242616651667, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'two', 'mating_pool_factor': 0.7571840059307346, 'scale': 0.0705159556279281, 'elite_rate': 0.3192297510534886, 'mutation_rate': 0.8268013410933063, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.4375609520083855, 'scale': 0.5924929237480054, 'elite_rate': 0.45938086107843334, 'mutation_rate': 0.5828118921520095, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.17355707794207995, 'scale': 0.23325610707119215, 'elite_rate': 0.795551700957529, 'mutation_rate': 0.26448585723892093, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.4509696191310918, 'scale': 0.11210123557066035, 'elite_rate': 0.841694225039304, 'mutation_rate': 0.7246107840925324, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.7670270219315433, 'scale': 0.049122582415090654, 'elite_rate': 0.43477409739825107, 'mutation_rate': 0.5998964398130522, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.387655984721645, 'scale': 0.8048935187146227, 'elite_rate': 0.713647756773932, 'mutation_rate': 0.2784532334741672, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'uniform', 'mating_pool_factor': 0.7677752838643894, 'scale': 0.23859335651901156, 'elite_rate': 0.13825116411607488, 'mutation_rate': 0.35557974767139344, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.7174343154754891, 'scale': 0.16246175839680665, 'elite_rate': 0.7814225563743075, 'mutation_rate': 0.22170283096520318, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.3287196094672793, 'scale': 0.33318832525070924, 'elite_rate': 0.5548809643635069, 'mutation_rate': 0.776343084024932, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.5853711340729327, 'scale': 0.17542433189924578, 'elite_rate': 0.7310399225197287, 'mutation_rate': 0.5954785645709134, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.33695532341453105, 'scale': 0.6937890047598794, 'elite_rate': 0.47869943238893753, 'mutation_rate': 0.17755304508180955, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.28673246856841605, 'scale': 0.10528259191985734, 'elite_rate': 0.14682800581598215, 'mutation_rate': 0.640739140600621, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.16942930479273044, 'scale': 0.6479452661667182, 'elite_rate': 0.17852210669605847, 'mutation_rate': 0.3056686890018949, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.5740289894921565, 'scale': 0.7096356008267553, 'elite_rate': 0.7701714068347211, 'mutation_rate': 0.19538426948670667, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.7621581188469441, 'scale': 0.8029489206067166, 'elite_rate': 0.6278458527237489, 'mutation_rate': 0.5094534976427968, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'single', 'mating_pool_factor': 0.7457172951315706, 'scale': 0.773476776736937, 'elite_rate': 0.07366486053553735, 'mutation_rate': 0.8047010175303503, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.572161317050013, 'scale': 0.6976162109934678, 'elite_rate': 0.18522787006636016, 'mutation_rate': 0.16369874176103133, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.23903364882402112, 'scale': 0.3096062147113224, 'elite_rate': 0.2835396792169167, 'mutation_rate': 0.535793393441819, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'single', 'mating_pool_factor': 0.626594463397526, 'scale': 0.05349669087591482, 'elite_rate': 0.3200369478486207, 'mutation_rate': 0.704553025051912, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.49322839339971136, 'scale': 0.4706683110767127, 'elite_rate': 0.22282558955170764, 'mutation_rate': 0.6478898256567246, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.21327751758226707, 'scale': 0.7439203962605343, 'elite_rate': 0.7707252028791667, 'mutation_rate': 0.21773326903533785, 'distribution': 'gaussian'}, 'all')
